gene,logFC,p_val
PPP1R37,0.0,0.008050711561079726
LOC107985694,0.0,0.008091432851069495
NCOA1,0.0,0.00810351346488038
NBPF11,0.0,0.00817272340725148
ANXA13,0.0,0.008209535580649498
BTBD10,0.0,0.008289944997756623
TENT5C,0.0,0.00829225077108736
RNASE4,0.0,0.008320602453521916
ZNF763,0.0,0.008401260144240986
SYNCRIP,0.0,0.008455506090972622
STIMATE,0.0,0.008496374708140011
GPSM1,0.0,0.008503068265029407
LOC105374810,0.0,0.008521315807210817
PLAC4,0.0,0.008521315807210817
GPC6,-0.41503737905429205,0.0085852702478216
GALR1,0.0,0.008627520656110069
LOC105378947,0.0,0.008731172613389005
LOC100507351,0.0,0.008731172613389005
LOC101929507,0.0,0.008914285480741116
DEFB134,0.0,0.008916530015385624
LOC107987153,0.0,0.008916530015385624
LOC101927388,0.0,0.00891653813871202
LOC105369878,0.0,0.00891653813871202
LOC102724520,0.0,0.008916543554265504
IL2RG,0.0,0.008916543554265504
LOC101927896,0.0,0.00899130514193736
DDX19A,0.0,0.00902350284894431
NALF2,0.0,0.00906286200779648
FBXW2,0.0,0.009193504346447313
MFSD6,0.0,0.00919820187543141
LAMB1,0.0,0.009294189931324802
ZNF730,0.0,0.00934005025088422
LRRC75B,0.0,0.009352688177467627
ENOSF1,0.0,0.00942342920822941
EVA1A,0.0,0.009461597077205714
OR51B5,0.0,0.009564679158762926
ANKFN1,0.0,0.00965598217412327
ARV1,0.0,0.00973183204790364
LOC105374065,0.0,0.009834955007143554
LOC101929805,0.0,0.009845360129645382
ZNF17,0.0,0.009848608986804704
BAG3,0.0,0.009977779008599736
LRFN3,0.0,0.010008291871311133
GATAD2A,0.0,0.010018333623955811
PDE9A,0.0,0.010024221442683485
C3orf18,0.0,0.01007021152531655
NOS1,0.0,0.010104263078833647
TMEM40,0.0,0.010119926756039952
LOC101927855,0.0,0.010119926756039952
PIGK,0.0,0.010126825901912518
GALNTL6-AS1,0.0,0.010152929609548595
LINC00544,0.0,0.010152929609548595
ZBTB11-AS1,0.0,0.01016613861452329
ASB3,0.0,0.010169536782555513
BBS5,0.0,0.010276912343719862
PPIH,0.0,0.010287960714676572
FBXO38-DT,0.0,0.010293055548013129
PGGT1B,0.0,0.010323367813797474
STAP2,0.0,0.010368950219476281
LIMD1,0.0,0.010389257681689922
LOC105374505,0.0,0.01039921776040583
LOC112268114,0.0,0.01043188904948969
ACSS3,0.0,0.01053369394103405
MIR29B2CHG,0.0,0.010554271046260147
LOC105375696,0.0,0.010637033159187423
SPATA16,0.0,0.010687404044090689
MADCAM1,0.0,0.010687404044090689
SLC12A7_1,0.0,0.01069655740837728
MAST4-AS1,0.0,0.010782637015586774
LOC112267967,0.0,0.010882369708337409
LOC105375148,0.0,0.0109160022360162
GALNS,0.0,0.010975200125490789
ORM1,0.0,0.010982477464894672
TRV-AAC3-1,0.0,0.010989409046627617
NKX6-2,0.0,0.011023739357344369
LOC107986626,0.0,0.011027726513908329
LOC107984989,0.0,0.011027726513908329
PNKP,0.0,0.011107147207291787
EWSR1,0.0,0.011226117846146435
ZNF326,-19.931570012018494,0.011407136837737792
CAPN1,0.0,0.011527155805345298
PGM2,0.0,0.01158637744526563
DDRGK1,0.0,0.011631175476413595
EPC1,0.0,0.011734204675176036
TBC1D9,0.0,0.011759019462130897
LINC00653,0.0,0.011802644555263406
ZNF862,0.0,0.011821047307271466
LOC107984877,0.0,0.011909092397332009
RMND5B,0.0,0.012000433349160983
LOC105371499,0.0,0.012008557840054512
LOC105374655,0.0,0.012040961935568988
ZNF569,0.0,0.01210617394966158
C17orf49,0.0,0.012107799814148439
PTPN20,0.0,0.012182468401213186
NBN,0.0,0.012184044869012476
SLC17A6,0.0,0.01225617636884661
TMEM191B,0.0,0.012298071764857635
LOC105375751,0.0,0.012336387263091896
NDUFA5,0.0,0.01240499407093076
DAB2IP,0.0,0.012418908895566098
MYOT,0.0,0.012488217500872815
PPOX,0.0,0.012531476017355582
H2BC15,0.0,0.012606330408524187
LOC105376987,0.0,0.012623096110478856
LOC105379382,0.0,0.012640985662448917
AQP6,0.0,0.012640985662448917
NOMO3,0.0,0.012640985662448917
TMEM91,0.0,0.012674731724822903
LRRC26,0.0,0.012828645422407867
BAZ2B-AS1,0.0,0.012892316696393603
LOC101929698,0.0,0.012902149139603202
AP4B1,0.0,0.012924608392673868
MTBP,0.0,0.012995392693027177
ASB16-AS1,0.0,0.013076687277568035
SH2D3A,0.0,0.01307685905085189
LOC105379403,0.0,0.01312057498524426
LINC01010,0.0,0.01312057498524426
LOC107986663,0.0,0.01312057498524426
GJC3,0.0,0.01312057498524426
TXNDC8,0.0,0.01312057498524426
ZNF32-AS2,0.0,0.01312057498524426
LINC00565,0.0,0.01312057498524426
NLRP1,0.0,0.013120584034303813
LOC105374438,0.0,0.013120590067011743
LOC105373511,0.0,0.013130929910364186
C5,0.0,0.013234078871738695
TET2-AS1,0.0,0.013250663601634032
FAIM2,0.0,0.013303005623351348
DESI2,0.0,0.013351456345969926
LINC01315,0.0,0.01341492599128515
RAB24,0.0,0.01343952693386139
KANSL1_1,0.0,0.01345147876985042
HDAC4-AS1,0.0,0.0134940823827187
PARPBP,0.0,0.013568365553294938
ATG7,0.0,0.013570771928167597
KCTD7,0.0,0.013654367384342916
LOC107985705,0.0,0.013672012021980663
MAP1LC3B2,0.0,0.013749574231003482
TNNI3,0.0,0.013768313728843691
LOC101929479,0.0,0.013854124767770254
COA4,0.0,0.013876759601405766
ANKMY1,0.0,0.013949649849686755
PAF1,0.0,0.014060177893842942
LOC105373976,0.0,0.014064690120852995
TEKT5,0.0,0.014064690120852995
LOC105374340,0.0,0.01406926275903117
LINC01411,0.0,0.014073320130302389
CFAP53,0.0,0.014118992649580142
TRA-CGC1-1,0.0,0.014131801771029821
MCCC2,0.0,0.01416978861410903
LOC107986406,0.0,0.014277612170179851
PHC1,0.0,0.014288653146546332
NCBP3,0.0,0.01429525881550298
KLHL42,0.0,0.014341150237579179
PMS2P5,0.0,0.014377282570231749
ATPSCKMT,0.0,0.01444187991967378
TOP1MT,0.0,0.014464297973532688
ERVMER34-1,0.0,0.014476702098783571
RELL1,0.0,0.014492269439843618
HYMAI,0.0,0.014549008038034071
SLC50A1,0.0,0.01456990789875681
LAPTM4A-DT,0.0,0.014584272062174062
ELF2,0.0,0.014592296876782264
TNFAIP6,0.0,0.014696777804691525
SKA3,0.0,0.014763808142653326
ENKUR,0.0,0.014782861363803993
ZDHHC3,0.0,0.014811022280113523
ZBTB3,0.0,0.015004457313802037
HYKK,0.0,0.01508608626218325
ALS2,0.0,0.015107546781033952
FAM81A,0.0,0.015123082139711804
NBPF12,0.0,0.015271015241167103
WDR26,0.0,0.015335406051906801
BDNF-AS,0.0,0.015375936250120969
PABPN1,0.0,0.015409702169261776
LINC02788,0.0,0.015478922179144976
TRN-GTT24-1,0.0,0.015478922179144976
EXTL3-AS1,0.0,0.015478922179144976
FAM166A,0.0,0.015478922179144976
LOC105371067,0.0,0.015478922179144976
TOP3A_1,0.0,0.015478922179144976
CARTPT,0.0,0.01547893921011932
NLRC4,0.0,0.015511961916914216
GNG3,0.0,0.015525423794572557
DDIT4L,0.0,0.015602308378526797
HOXC5,0.0,0.015683085852723037
LOC105370764,0.0,0.015684855708004836
RFC3,0.0,0.015720796759172404
LOC112268179,0.0,0.01574791853000539
LOC107984701,0.0,0.015818802280461553
RNF149,0.0,0.015889035288259374
LOC105377224,0.0,0.015955688721485214
EYA3,0.0,0.01597253638327567
SMG6,0.0,0.01603619521216905
SHISA6,0.0,0.016219715251922635
CA3,0.0,0.016291721196740175
CBR1-AS1,0.0,0.016432586995038242
LIN52,0.0,0.016448788149464974
LOC105375433,0.0,0.016533448092158183
LOC101928487,0.0,0.016552529681746947
NUP188,0.0,0.016554599562807915
CDC42-AS1,0.0,0.016558845133801927
LOC107986715,0.0,0.016558845133801927
C5orf63,0.0,0.016588045302340416
PTEN_1,0.0,0.016592993872884907
BPTF,-0.9999992786530209,0.01661385584804515
LOC107985661,0.0,0.016659509900803192
TMEM131L,0.0,0.016958408461854438
NKAPP1,0.0,0.016972547282997297
ABCA3,0.0,0.01700276193262718
EMILIN2,0.0,0.017015217084376966
PGBD5,0.0,0.017076758368711933
ACOX1,0.0,0.01712967310665598
C1orf174,0.0,0.017188056084010354
POGK,0.0,0.01720819113033523
TRIAP1,0.0,0.01722618328554759
LINC02531,0.0,0.017264050562741873
PRDM5,0.0,0.01726735634269088
NEURL2,0.0,0.017370366375221095
LOC100507437,0.0,0.017375132955044382
C2orf72,0.0,0.01743405597339368
LOC100130283,0.0,0.01744688668526912
TYK2,0.0,0.017451716146529295
SMG1P2,0.0,0.017500916601582834
CAPSL,0.0,0.01754927264816681
FBXO30,0.0,0.017560795476578957
LINC00921,0.0,0.017572943739094578
LOC112268130,0.0,0.01758761443623907
KLF13,0.0,0.01758761443623907
VPS53,0.0,0.01758761443623907
TOR4A,0.0,0.0176449964491864
LOC105378558,0.0,0.017707312686937426
LOC105371264,0.0,0.017707312686937426
ABR_2,0.0,0.017707312686937426
C3orf70,0.0,0.01779263682674753
TMEM186,0.0,0.017796177082495417
RBMXL1,0.0,0.017825464004510645
KLHL25,0.0,0.01793468016301843
RUNX1,0.0,0.017938357761828092
USP32,0.0,0.01794208315791491
TRAF3IP1,0.0,0.018058601835390008
CHODL,0.0,0.018095209007715315
ARRDC1,0.0,0.018122750619873066
SNRNP40,0.0,0.018130156167656848
LRRC39,0.0,0.018133864452160475
CDKL3,0.0,0.01819483181348746
PRRT2,0.0,0.01831444611459414
LOC105372310,0.0,0.01833762999418669
PRR11,0.0,0.018439200783142894
LOC105375785,0.0,0.018446954093285638
LOC102724802,0.0,0.018450813879031414
PLA2G1B,0.0,0.01846628580279641
NPR3,0.0,0.018469183881146156
EVI2A,0.0,0.01850581344388532
BRINP1,0.0,0.01852933512952741
LOC101929188,0.0,0.01856812619678588
LOC105378075,0.0,0.01856812619678588
LOC105372209,0.0,0.01856812619678588
LOC102724262,0.0,0.01862063119646611
UBE2S,0.0,0.018665526562654938
PAN2,0.0,0.01870513297293156
PTN,0.0,0.018762582447834072
ATP9A,0.0,0.018818368719315307
KLF16,0.0,0.018982890263409997
ATXN7L1,0.0,0.019021346785113927
PRDM1,0.0,0.01913847568015491
LOC112268260,0.0,0.019352288154449834
WRAP53,0.0,0.019380987854655723
LINC02609,0.0,0.019549145609221892
RIDA,0.0,0.019622826201739326
RTN1,0.0,0.019671896199926722
KCTD9,0.0,0.019727296481734286
LOC105369983,0.0,0.019739490600872232
MTREX,0.0,0.019809667496394113
GBE1,0.0,0.019811593734621383
RBMS3,0.0,0.019865514260112717
STRN4,0.0,0.01987640447031402
CNTRL,0.0,0.01993857987059421
TMEM63A,0.0,0.02005796353640207
CDK6,0.0,0.020197747764348163
AKNA,0.0,0.020222436121501836
C22orf39,0.0,0.020232885013371442
VAT1,0.0,0.020275373131520672
LOC107984575,0.0,0.02033158858090096
SH3RF1,0.0,0.020356733401452665
BRD7P3,0.0,0.02044899464735541
CNTROB,0.0,0.020450764752795274
LOC101927023,0.0,0.020481241276289877
EI24,0.0,0.020483254658168706
TAC4,0.0,0.020567734807725904
UTP18,0.0,0.020591635458361145
RILPL2,0.0,0.020792026353646607
TXNDC9,0.0,0.020857789550679167
LINC01036,0.0,0.020873927489446262
TULP1,0.0,0.020915480779384574
LOC114841035,0.0,0.020915480779384574
SSR4P1,0.0,0.020915480779384574
WHAMMP4_1,0.0,0.020915480779384574
PDE5A,0.0,0.02093087955780082
ZNF728,0.0,0.02098533298355138
SLC14A2,0.0,0.021127787213270594
CLASP1-AS1,0.0,0.021146441232159332
C1QTNF3,0.0,0.021163510926850235
GSTM2,0.0,0.02120173683115753
RTL6,0.0,0.021254292211155004
CDK14,0.0,0.02130633810771511
ZNF543,0.0,0.02136003592551914
PCDH9-AS2,0.0,0.02136709430577823
DLGAP1-AS3,0.0,0.021434754552274598
RAB6A,0.0,0.021476151400839864
DENND4C,0.0,0.021487886198206525
ALK,0.0,0.021506305976994457
RNF207-AS1,0.0,0.021517266210414103
LINC02778,0.0,0.021517266210414103
LOC105371219,0.0,0.021517266210414103
LINC01936,0.0,0.021517266210414103
PRKD3-DT,0.0,0.021517266210414103
LOC105377977,0.0,0.021517266210414103
LOC105369321,0.0,0.021517266210414103
NXF4,0.0,0.021517266210414103
FAM20C_1,0.0,0.021517266210414103
NAPRT,0.0,0.021537831359707348
LINC00581,0.0,0.02154751565242467
RHBDF1,0.0,0.021570779011604983
PNMA3,0.0,0.02163817644950798
CCT7,0.0,0.02168022026887396
C2orf92,0.0,0.021718640306362596
VTCN1,0.0,0.021720248887360894
ARSB,0.0,0.021805935591103328
LOC100190986_1,0.0,0.02180811633983569
PCED1B,0.0,0.021842402277943124
LOC107984581,0.0,0.021950656925477888
MANEA-DT,0.0,0.022029653045146366
LOC105375169,0.0,0.022037368802379297
TMEM199,0.0,0.022045042295722704
C1orf54,0.0,0.022106823220864096
HNRNPDL,-0.5849622602720829,0.02217126690111766
EOLA2-DT,0.0,0.022204538175311036
WDR41,0.0,0.022315495323631942
LINC02762,0.0,0.022529797719839647
GFER,0.0,0.022554331937505865
IL5,0.0,0.022606580463190206
KCNK9,0.0,0.022606580463190206
PBX3,0.0,0.022658607440583855
LOC105374338,0.0,0.022661641293055583
CCDC28B,0.0,0.022711694341565166
PGLS-DT,0.0,0.022738248776053502
LOC107984993,0.0,0.02273985727247273
RAB20,0.0,0.022771871019485333
PCOTH,0.0,0.022865665371927583
FBXO34,0.0,0.02290626621815551
RGP1,0.0,0.022916716884415936
LOC107986939,0.0,0.022955416723400048
BLOC1S6,0.0,0.022955647294803386
ANAPC1P2,0.0,0.022978020071037424
PRKCB,0.0,0.02299464550008867
TENT5B,0.0,0.02301938213126516
TXNDC5,0.0,0.02306820458281552
CGRRF1,0.0,0.0231558686133719
AADACL2-AS1,0.0,0.023200464111300848
LHX1-DT_1,0.0,0.023200464111300848
LOC107985360,0.0,0.02320091744923276
PDS5B-DT,0.0,0.023214392603727048
FAM120B_1,0.0,0.023214392603727048
NAALADL2-AS2,0.0,0.023253483654542228
LOC100506207,0.0,0.023258390301243517
MTMR9LP,0.0,0.02335675285438364
LOC107987053,0.0,0.023399540896416753
LOC105375208,0.0,0.02340486691244112
TPPP,0.0,0.02343315742948672
SLC28A2,0.0,0.023487971462467776
LINC01284,0.0,0.023501771093435778
RTTN,0.0,0.023558248156337218
RCC2,0.0,0.023567808443753308
UAP1-DT,0.0,0.023567808443753308
LOC107985372,0.0,0.023567808443753308
FAM3D-AS1,0.0,0.023567808443753308
LOC112267992,0.0,0.023567808443753308
CALHM2,0.0,0.023567808443753308
LOC107987158,0.0,0.023567808443753308
POTEM,0.0,0.023567808443753308
BEST2,0.0,0.023567808443753308
LOC101927098,0.0,0.023567808443753308
LOC105372803,0.0,0.023567808443753308
LOC105375829,0.0,0.023567819481865027
SQLE-DT,0.0,0.023567819481865027
TYRO3,0.0,0.02383733473334373
LOC112268118,0.0,0.02390927742256767
ARL2,0.0,0.023950174359421088
SNRNP25,0.0,0.02402635462990986
HNRNPD-DT,0.0,0.024042264718742413
EFNA2,0.0,0.024098876004141668
MRPL15,0.0,0.024126180731613718
LOC105371954,0.0,0.02414470982397873
TMEM30A-DT,0.0,0.024163349492673732
CCDC169,0.0,0.02417791355027069
LOC105374772,0.0,0.02430923747083257
TAFA1,0.0,0.024367519641065042
RNF144A,0.0,0.024386325320150695
WWOX,0.0,0.024481435052693592
ACBD5,0.0,0.02449082210118298
LINC01456,0.0,0.02456627264723167
ZNF713,0.0,0.024789723073172825
SNRPA,0.0,0.024820471013075867
CDC14A,0.0,0.02483594653483501
CCNT2-AS1,0.0,0.024865308826100108
FAM110D,0.0,0.0249347115646817
LDAF1,0.0,0.025017380779415135
STX19,0.0,0.025019721219946986
DYNLRB2-AS1,0.0,0.02502161545952052
LOC105370198,0.0,0.0250450912948658
MUC1,0.0,0.025062824580624157
PDCL3P4,0.0,0.025062824580624157
LINC02433,0.0,0.025062824580624157
FGFR1OP2,0.0,0.025076613480468017
COX6A1,0.0,0.025103717576953948
ATRX,0.0,0.025109857691797577
ATAD3A,0.0,0.025222398539045152
UBE2W,0.0,0.025278049751619187
LOC105378895,0.0,0.02531874882014479
NPPC,0.0,0.02537583151080105
HSD17B10,0.0,0.025405897425898848
RPL13P5,0.0,0.025424768009187765
PCDH9,0.0,0.02550656511035933
LNX1,0.0,0.02553841841999495
GID4,0.0,0.025568175670516512
REC114,0.0,0.02562879807192796
LOC105378797,0.0,0.025736241421588726
C12orf42,0.0,0.025848802775319302
DDX1,0.0,0.025907742239841606
SDE2,0.0,0.02592300646933249
RNF214,0.0,0.02595340327433302
ISM1,0.0,0.02603277050698363
STRIP1,0.0,0.02606123528589157
BICC1,0.0,0.026121365030634114
NR1H2,0.0,0.026134015408189777
ZNF510,0.0,0.0261626854663204
ZFAT,0.0,0.026189173327203368
SULF2,0.0,0.0262955793950937
LYPD1,0.0,0.026312819643448324
RBM25-AS1,0.0,0.026366934098744875
ARF3,0.0,0.02638058348624096
RIPPLY2,0.0,0.026427175008664525
ANKEF1,0.0,0.026427524057226336
LINC01422,0.0,0.0264806238886257
TMCC3,0.0,0.02663120899807932
DMTF1-AS1,0.0,0.026674226351270525
SOGA1,0.0,0.02678648478648576
KCNIP3,0.0,0.02700635402273308
UBOX5,0.0,0.02703210293362848
LOC105371227,0.0,0.02711985786087288
LOC105374591,0.0,0.02711985786087288
LOC107985904,0.0,0.02711985786087288
LOC107986297,0.0,0.02711985786087288
PI16,0.0,0.02711985786087288
LOC105378523,0.0,0.02711985786087288
INSC,0.0,0.02711985786087288
LOC105370647,0.0,0.02711985786087288
KCNQ2_1,0.0,0.02711985786087288
LOC105374147,0.0,0.02711987002596125
LOC101928047,0.0,0.02711987002596125
LOC107986919,0.0,0.02711987002596125
MSMB,0.0,0.02711987002596125
KLRD1,0.0,0.02720378201706009
LOC105373153,0.0,0.027293292118106213
PPP1R26-AS1,0.0,0.027326708005554295
ZNF425,0.0,0.027351436849519153
ZFAND1,0.0,0.027381163987540723
RBM5,0.0,0.027485534749811982
EIF1AD,0.0,0.027526385709498644
ZCCHC2,0.0,0.027556598437757245
ADAT3,0.0,0.027595165957019326
TNKS2-DT,0.0,0.027604736590127008
LIX1-AS1,0.0,0.027643465193503323
ZSCAN30,0.0,0.027671006732949546
GSTT1,0.0,0.027688731744583247
CFC1,0.0,0.02769198810378122
HOXB-AS2,0.0,0.027766984371298844
MDN1-AS1,0.0,0.027768801053481125
PKN2,0.0,0.027806661657952255
KLRG2,0.0,0.027984686315237844
LOC105373204,0.0,0.027996262971697952
TSPAN33,0.0,0.028129596431113412
PRDM13,0.0,0.02816591340820506
VASH2,0.0,0.02817345364748216
SSBP3,0.0,0.02819651537217713
LINC02371,0.0,0.028263360848095876
SYNRG_1,0.0,0.028263360848095876
ZNF233,0.0,0.02831063202950402
CD247,0.0,0.02832473176245779
SKP2,0.0,0.028356073584009153
NEUROG2-AS1,0.0,0.02836147404744893
ALDOC,0.0,0.02841426116080774
G2E3,0.0,0.02844186314112821
KANSL1_2,0.0,0.02846666548978916
TIGD2,0.0,0.02850670924466912
LINC00643,0.0,0.028584400704762276
THBS4,0.0,0.02861087994810849
CACNG4,0.0,0.028687291408978476
STARD13,0.0,0.02869118229652512
COL7A1,0.0,0.028732023730310346
LOC100289361,0.0,0.028736621532157388
FMO2,0.0,0.02876332631718103
TMA16,0.0,0.028767273641929776
AIFM3,0.0,0.028783895875647503
LOC107985720,0.0,0.028783895875647503
LOC105376976,0.0,0.02878663573945894
CARD6,0.0,0.02878663573945894
LOC105374937,0.0,0.02878663573945894
PLA2G4E-AS1,0.0,0.02878663573945894
TRPV2,0.0,0.02878663573945894
CABYR,0.0,0.02879838894344773
KLHL38,0.0,0.028816440497274658
ADAM21,0.0,0.028816440497274658
RYR3-DT,0.0,0.028816440497274658
LOC107985635,0.0,0.028816440497274658
LOC105370408,0.0,0.028872435846047737
NAT10,0.0,0.02894636859081193
H2AC6,0.0,0.028951525280808185
METTL18,0.0,0.028956289157706476
LOC107986289,0.0,0.02895844960811605
PLEKHF2,0.0,0.029018214301974914
ATL2,0.0,0.02902296566103742
LOC105378980,0.0,0.029023830381831525
LOC102724146,0.0,0.029048903425268002
MAGOH,0.0,0.029097274779310345
NUDCD1,0.0,0.029123125296643845
KIF23,0.0,0.029135179488949257
LINC00847,0.0,0.029150911977323075
EIF2B5,0.0,0.029202051623178942
MEA1,0.0,0.02925442005383409
NUP50-DT,0.0,0.02929968295946644
RAMP2,0.0,0.029642471522822025
PCDHGB6,0.0,0.029643266535161597
ACOX2,0.0,0.02980174887297257
TMTC3,0.0,0.0298027628257892
NKAIN3,0.0,0.02983277574563542
LOC105371922,0.0,0.029911049174444277
DHX36,0.0,0.02993236580066178
CLDN11,0.0,0.02994957650033899
RLF,0.0,0.030038784708821473
LOC105373007,0.0,0.030191556152224144
HRH2,0.0,0.03023369328815094
CCN1,0.0,0.030244088718905063
POLD2,0.0,0.030295808537830152
C8orf34,0.0,0.030373179861269986
LOC105369315,0.0,0.03039699557052894
EME2,0.0,0.030408915502173648
WBP2,0.0,0.030411588473057177
LRIF1,0.0,0.03041563001934889
RASSF4,0.0,0.030544750469903473
TEK,0.0,0.030554422844077455
LOC105376050,0.0,0.03059326547330592
NMB,0.0,0.030626527024727686
NUP210L,0.0,0.030700804991256596
H3C2,0.0,0.030816757320296675
ZFX,0.0,0.030911173757696458
ZNF704,0.0,0.030928731295376495
LOC105376244,0.0,0.03096999139127554
LOC105370739,0.0,0.030980937435701003
MT1E,0.0,0.030983300187669545
RPL23AP53,0.0,0.03098432824786806
LOC107985712,0.0,0.03098699700847804
LOC107985521,0.0,0.030991880971622306
LOC101928565,0.0,0.030991880971622306
LOC102724542,0.0,0.030991880971622306
LOC105373622,0.0,0.030991880971622306
PCGEM1,0.0,0.030991880971622306
LOC105377529,0.0,0.030991880971622306
LOC107987126,0.0,0.030991880971622306
LOC105378271,0.0,0.030991880971622306
KCNMA1-AS2,0.0,0.030991880971622306
H3-5,0.0,0.030991880971622306
TRQ-TTG1-1,0.0,0.030991880971622306
LINC00479,0.0,0.030991880971622306
CRYZ,0.0,0.031023895658562034
COX7B,0.5849622602720829,0.031143429155599082
